Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
16130,apartment,cee3988c,141360.0,418000.0,84000.0,1000.0,settled,140360,2015-04-28,2015-07-27,fire
16131,apartment,8a10eb96,141520.0,228000.0,46000.0,2000.0,open,20000,2022-06-27,2022-09-25,theft
16132,apartment,b8ee83d0,159100.0,564000.0,113000.0,500.0,under investigation,0,2013-04-10,,other
16133,apartment,c02a4aa4,145490.0,198000.0,40000.0,500.0,settled,144990,2008-11-04,2009-02-02,other
16134,apartment,6e1a8267,140000.0,34000.0,7000.0,5000.0,settled,135000,2005-03-06,2005-06-04,fire
16135,apartment,678ecdac,130110.0,446000.0,89000.0,500.0,open,20000,2006-09-20,2006-12-19,theft
16136,apartment,78682ee2,164910.0,231000.0,46000.0,500.0,settled,164410,2018-10-18,2019-01-16,nat cat
16137,apartment,fc3794d6,132770.0,113000.0,23000.0,5000.0,open,20000,2006-10-06,2007-01-04,theft
16138,apartment,abc647a2,162200.0,86000.0,17000.0,1000.0,settled,161200,2019-02-18,2019-05-19,fire
16139,apartment,6835ab07,140170.0,142000.0,28000.0,2000.0,settled,138170,2006-06-29,2006-09-27,fire
16140,apartment,6645aff6,147220.0,216000.0,43000.0,500.0,settled,146720,2010-07-10,2010-10-08,water damage
16141,apartment,33213786,144640.0,237000.0,47000.0,1000.0,settled,143640,2014-08-11,2014-11-09,fire
16143,apartment,4ee7dda9,145420.0,394000.0,79000.0,1000.0,open,20000,2012-11-11,2013-02-09,theft
16144,apartment,a1c5378f,158900.0,216000.0,43000.0,2000.0,settled,156900,2013-11-27,2014-02-25,water damage
16145,apartment,89449843,145340.0,537000.0,107000.0,500.0,settled,144840,2007-03-12,2007-06-10,nat cat
16146,townhouse,ddea8260,250210.0,762000.0,152000.0,500.0,settled,249710,2004-07-11,2004-10-09,fire
16147,townhouse,76baf76a,253120.0,587000.0,117000.0,500.0,settled,252620,2014-10-21,2015-01-19,nat cat
16148,townhouse,026301e6,247350.0,817000.0,163000.0,500.0,under investigation,0,2009-12-01,,water damage
16149,townhouse,dfcfa0b9,262460.0,354000.0,71000.0,5000.0,under investigation,0,2023-11-10,,nat cat
16150,townhouse,4d38f244,263630.0,364000.0,73000.0,2000.0,denied,0,2012-01-04,,nat cat
16151,townhouse,51cd8917,264500.0,779000.0,156000.0,5000.0,settled,259500,2010-12-23,2011-03-23,fire
16152,townhouse,92c94d7d,258560.0,771000.0,154000.0,2000.0,settled,256560,2009-05-04,2009-08-02,nat cat
16153,townhouse,294502a9,252270.0,843000.0,169000.0,2000.0,under investigation,0,2018-06-26,,water damage
16154,townhouse,d2d4eb6a,240570.0,512000.0,102000.0,5000.0,settled,235570,2023-11-09,2024-02-07,water damage
16155,townhouse,c72c68cd,260110.0,319000.0,64000.0,5000.0,settled,255110,2019-02-16,2019-05-17,fire
16156,townhouse,c2602dc4,250910.0,611000.0,122000.0,1000.0,under investigation,0,2023-07-05,,fire
16157,townhouse,d3918e08,246040.0,720000.0,144000.0,500.0,settled,245540,2005-05-25,2005-08-23,fire
16158,townhouse,990b998c,239130.0,657000.0,131000.0,2000.0,open,20000,2010-12-03,2011-03-03,theft
16159,townhouse,1ed63f70,265630.0,640000.0,128000.0,1000.0,denied,0,2006-06-27,,fire
16160,townhouse,e4444c6b,265200.0,672000.0,134000.0,500.0,settled,264700,2015-03-10,2015-06-08,fire
16161,townhouse,fe555f58,248320.0,295000.0,59000.0,2000.0,settled,246320,2006-04-02,2006-07-01,water damage
16162,townhouse,aeb713fb,252240.0,357000.0,71000.0,500.0,settled,251740,2006-05-05,2006-08-03,water damage
16163,townhouse,6c5a56ab,249710.0,764000.0,153000.0,5000.0,settled,244710,2012-04-02,2012-07-01,nat cat
16164,townhouse,7d9d9156,279860.0,411000.0,82000.0,1000.0,under investigation,0,2012-07-07,,fire
16165,townhouse,bec65346,249580.0,649000.0,130000.0,1000.0,settled,248580,2011-07-25,2011-10-23,water damage
16166,townhouse,ef085558,259610.0,614000.0,123000.0,500.0,settled,259110,2017-12-27,2018-03-27,water damage
16167,townhouse,160e123c,237910.0,447000.0,89000.0,5000.0,under investigation,0,2011-05-13,,water damage
16168,townhouse,0d619811,241200.0,551000.0,110000.0,1000.0,settled,240200,2005-01-05,2005-04-05,fire
16169,townhouse,3a9954b3,234900.0,489000.0,98000.0,5000.0,settled,229900,2005-05-21,2005-08-19,water damage
16170,townhouse,44b3ab78,261060.0,577000.0,115000.0,1000.0,settled,260060,2005-03-29,2005-06-27,water damage
16171,townhouse,0eadc985,247130.0,596000.0,119000.0,1000.0,settled,246130,2006-07-16,2006-10-14,fire
16172,townhouse,07e398f6,233860.0,609000.0,122000.0,2000.0,settled,231860,2009-01-20,2009-04-20,water damage
16173,townhouse,1e8a0680,288370.0,797000.0,159000.0,5000.0,settled,283370,2013-02-10,2013-05-11,fire
16174,townhouse,c9bd58b1,227840.0,440000.0,88000.0,500.0,under investigation,0,2007-01-24,,fire
16175,townhouse,62bead3a,239570.0,446000.0,89000.0,1000.0,settled,238570,2005-05-27,2005-08-25,water damage
16176,townhouse,8f0e193c,287300.0,324000.0,65000.0,2000.0,open,20000,2009-07-14,2009-10-12,theft
16177,townhouse,80b00cdc,233780.0,192000.0,38000.0,5000.0,settled,228780,2010-12-16,2011-03-16,nat cat
16178,townhouse,ae8982bb,274270.0,612000.0,122000.0,500.0,under investigation,0,2019-09-17,,other
16179,townhouse,780c4ff1,258010.0,788000.0,158000.0,1000.0,under investigation,0,2019-05-07,,water damage
16180,townhouse,0f351954,235910.0,639000.0,128000.0,500.0,settled,235410,2022-07-21,2022-10-19,other
16181,townhouse,3591e074,265870.0,521000.0,104000.0,5000.0,denied,0,2009-08-19,,nat cat
16182,townhouse,511a1efe,262710.0,595000.0,119000.0,5000.0,settled,257710,2015-09-24,2015-12-23,water damage
16183,townhouse,8a745e44,226260.0,626000.0,125000.0,2000.0,settled,224260,2012-12-22,2013-03-22,fire
16184,townhouse,1f36dd5a,253890.0,595000.0,119000.0,2000.0,settled,251890,2010-03-31,2010-06-29,nat cat
16185,townhouse,53f79c0f,256810.0,664000.0,133000.0,500.0,settled,256310,2014-12-28,2015-03-28,fire
16186,townhouse,d20907aa,227880.0,426000.0,85000.0,2000.0,settled,225880,2019-05-25,2019-08-23,water damage
16187,townhouse,81afcc1c,251820.0,612000.0,122000.0,2000.0,open,20000,2005-09-29,2005-12-28,theft
16188,townhouse,1bbec227,257340.0,751000.0,150000.0,2000.0,settled,255340,2004-03-15,2004-06-13,water damage
16189,townhouse,addbe957,236650.0,441000.0,88000.0,1000.0,under investigation,0,2022-08-26,,water damage
16190,townhouse,e74b9b5c,253720.0,507000.0,101000.0,1000.0,denied,0,2004-06-06,,fire
16191,townhouse,c8861552,248700.0,671000.0,134000.0,1000.0,settled,247700,2013-01-06,2013-04-06,nat cat
16192,townhouse,4e78364c,275510.0,560000.0,112000.0,500.0,settled,275010,2010-03-11,2010-06-09,water damage
16193,townhouse,d28513eb,239650.0,704000.0,141000.0,2000.0,settled,237650,2021-02-25,2021-05-26,water damage
16194,townhouse,b253f4fb,262590.0,441000.0,88000.0,2000.0,under investigation,0,2004-02-25,,fire
16195,townhouse,37e0aaf9,248560.0,457000.0,91000.0,500.0,settled,248060,2009-12-16,2010-03-16,fire
16196,townhouse,e653a73f,256910.0,385000.0,77000.0,1000.0,settled,255910,2009-03-24,2009-06-22,water damage
16197,townhouse,b61100e9,250770.0,517000.0,103000.0,2000.0,under investigation,0,2016-06-21,,fire
16198,townhouse,b76cffa3,221680.0,515000.0,103000.0,500.0,settled,221180,2008-06-01,2008-08-30,water damage
16199,townhouse,1c1aed3c,248160.0,613000.0,123000.0,5000.0,settled,243160,2009-01-28,2009-04-28,fire
16200,townhouse,90e210a4,211610.0,829000.0,166000.0,5000.0,settled,206610,2015-08-10,2015-11-08,nat cat
16201,townhouse,e2dbafed,258440.0,385000.0,77000.0,2000.0,settled,256440,2017-10-18,2018-01-16,fire
16202,townhouse,d8e039d7,285470.0,603000.0,121000.0,1000.0,settled,284470,2005-03-28,2005-06-26,fire
16203,townhouse,0e83b244,261730.0,581000.0,116000.0,500.0,settled,261230,2021-12-06,2022-03-06,water damage
16204,townhouse,b41592c8,263390.0,706000.0,141000.0,500.0,settled,262890,2021-06-10,2021-09-08,fire
16205,townhouse,ae8a13a3,227380.0,713000.0,143000.0,1000.0,settled,226380,2022-02-01,2022-05-02,fire
16206,townhouse,c1acea97,292410.0,542000.0,108000.0,5000.0,settled,287410,2013-07-13,2013-10-11,fire
16207,townhouse,f2c4457b,221170.0,727000.0,145000.0,5000.0,settled,216170,2005-02-27,2005-05-28,nat cat
16208,townhouse,40f4a466,236840.0,849000.0,170000.0,5000.0,denied,0,2022-07-21,,water damage
16209,townhouse,f9843a68,232430.0,488000.0,98000.0,500.0,settled,231930,2015-02-07,2015-05-08,fire
16210,townhouse,ca5fc87c,239750.0,587000.0,117000.0,2000.0,settled,237750,2010-09-11,2010-12-10,water damage
16211,townhouse,34ca8441,240550.0,556000.0,111000.0,2000.0,settled,238550,2020-06-15,2020-09-13,fire
16212,townhouse,c2ed2779,264250.0,628000.0,126000.0,1000.0,denied,0,2008-10-20,,fire
16213,townhouse,e57a83f4,237230.0,596000.0,119000.0,2000.0,settled,235230,2008-05-01,2008-07-30,fire
16214,townhouse,3cb3e9bf,271140.0,590000.0,118000.0,5000.0,settled,266140,2022-03-12,2022-06-10,other
16215,townhouse,fee4a964,256160.0,249000.0,50000.0,500.0,open,20000,2021-12-14,2022-03-14,theft
16216,townhouse,2738e21e,252360.0,461000.0,92000.0,5000.0,settled,247360,2009-04-07,2009-07-06,other
16217,townhouse,f138d44a,245850.0,397000.0,79000.0,5000.0,settled,240850,2018-04-06,2018-07-05,fire
16218,townhouse,3d44e71d,272730.0,588000.0,118000.0,2000.0,settled,270730,2011-06-09,2011-09-07,water damage
16219,townhouse,a4813f81,263940.0,496000.0,99000.0,5000.0,settled,258940,2012-12-24,2013-03-24,nat cat
16220,townhouse,01fa88fc,237240.0,794000.0,159000.0,500.0,settled,236740,2023-11-17,2024-02-15,other
16221,townhouse,f6e1021a,262140.0,495000.0,99000.0,500.0,under investigation,0,2014-10-14,,nat cat
16222,townhouse,865c24f4,268170.0,588000.0,118000.0,500.0,settled,267670,2020-02-12,2020-05-12,nat cat
16223,townhouse,d71b5b1c,242590.0,753000.0,151000.0,500.0,settled,242090,2012-10-05,2013-01-03,fire
16224,townhouse,1c165d42,263060.0,705000.0,141000.0,2000.0,settled,261060,2021-09-29,2021-12-28,fire
16225,townhouse,59584c40,230660.0,632000.0,126000.0,2000.0,settled,228660,2012-03-13,2012-06-11,nat cat
16226,townhouse,d5c46326,233370.0,596000.0,119000.0,5000.0,open,20000,2023-10-17,2024-01-15,theft
16227,townhouse,8d615d60,252270.0,381000.0,76000.0,500.0,settled,251770,2023-06-01,2023-08-30,fire
16228,townhouse,89c14d76,269420.0,407000.0,81000.0,5000.0,settled,264420,2004-12-26,2005-03-26,other
16229,townhouse,d4caf4f7,256800.0,929000.0,186000.0,2000.0,denied,0,2019-10-10,,water damage
16230,townhouse,c06363e5,236170.0,440000.0,88000.0,2000.0,settled,234170,2010-04-27,2010-07-26,water damage
16231,townhouse,9c890884,243680.0,566000.0,113000.0,500.0,settled,243180,2009-10-22,2010-01-20,water damage
16232,townhouse,f7949cbf,264430.0,383000.0,77000.0,2000.0,settled,262430,2022-11-15,2023-02-13,water damage
16233,townhouse,a69fd54e,246140.0,787000.0,157000.0,1000.0,denied,0,2006-05-20,,nat cat
16234,townhouse,038257dc,272360.0,539000.0,108000.0,5000.0,settled,267360,2005-05-20,2005-08-18,water damage
16235,townhouse,b2d74096,265390.0,742000.0,148000.0,5000.0,denied,0,2010-01-02,,fire
16236,townhouse,f33a6899,242870.0,739000.0,148000.0,2000.0,open,20000,2019-01-09,2019-04-09,theft
16237,townhouse,c8581f24,231900.0,636000.0,127000.0,500.0,settled,231400,2005-12-26,2006-03-26,water damage
16238,townhouse,ab686ef9,269810.0,546000.0,109000.0,1000.0,settled,268810,2017-06-18,2017-09-16,fire
16239,townhouse,f06c4d96,236480.0,617000.0,123000.0,2000.0,settled,234480,2015-08-17,2015-11-15,nat cat
16240,townhouse,50bc61e0,245430.0,396000.0,79000.0,5000.0,open,20000,2012-08-23,2012-11-21,theft
16241,townhouse,120709a9,231780.0,410000.0,82000.0,1000.0,denied,0,2010-04-28,,other
16242,townhouse,b58176ce,284150.0,648000.0,130000.0,5000.0,settled,279150,2012-12-08,2013-03-08,water damage
16243,townhouse,ab513d9a,251090.0,748000.0,150000.0,5000.0,under investigation,0,2010-12-16,,fire
16244,townhouse,bb20a215,255750.0,552000.0,110000.0,1000.0,settled,254750,2010-07-30,2010-10-28,nat cat
16245,townhouse,41f15554,265190.0,427000.0,85000.0,2000.0,settled,263190,2009-01-26,2009-04-26,fire
16246,townhouse,3b1fc3df,249780.0,471000.0,94000.0,5000.0,denied,0,2020-07-26,,nat cat
16247,townhouse,7b722600,230680.0,512000.0,102000.0,2000.0,denied,0,2021-12-26,,water damage
16248,townhouse,77c46b0a,246890.0,583000.0,117000.0,1000.0,denied,0,2016-04-19,,fire
16249,townhouse,6c62601d,246420.0,665000.0,133000.0,500.0,settled,245920,2006-05-19,2006-08-17,water damage
16250,townhouse,2571ebd0,246710.0,567000.0,113000.0,1000.0,settled,245710,2018-08-14,2018-11-12,fire
16251,townhouse,2ecea82d,251680.0,847000.0,169000.0,5000.0,settled,246680,2023-01-25,2023-04-25,nat cat
16252,townhouse,71bf5788,238370.0,676000.0,135000.0,2000.0,settled,236370,2022-04-24,2022-07-23,nat cat
16253,townhouse,d5879897,254170.0,777000.0,155000.0,5000.0,denied,0,2012-03-29,,fire
16254,townhouse,b724674b,264080.0,628000.0,126000.0,1000.0,denied,0,2019-05-09,,water damage
16255,townhouse,096db486,243750.0,447000.0,89000.0,500.0,settled,243250,2011-04-08,2011-07-07,other
16256,townhouse,a5fd134e,276500.0,646000.0,129000.0,500.0,settled,276000,2009-08-10,2009-11-08,water damage
16257,townhouse,041af4ba,244950.0,586000.0,117000.0,2000.0,settled,242950,2023-08-29,2023-11-27,nat cat
16258,townhouse,230d2027,224700.0,596000.0,119000.0,1000.0,settled,223700,2012-09-12,2012-12-11,nat cat
16259,townhouse,d477f305,233280.0,881000.0,176000.0,1000.0,settled,232280,2016-02-11,2016-05-11,fire
16260,townhouse,452c9f6e,292900.0,630000.0,126000.0,500.0,settled,292400,2005-08-09,2005-11-07,nat cat
16261,townhouse,676fddf1,227240.0,689000.0,138000.0,2000.0,settled,225240,2023-01-18,2023-04-18,fire
16262,townhouse,66c9a766,250520.0,416000.0,83000.0,1000.0,settled,249520,2013-11-11,2014-02-09,fire
16263,townhouse,0fb4b99e,264000.0,682000.0,136000.0,1000.0,under investigation,0,2015-10-26,,water damage
16264,townhouse,6619f7c7,299530.0,643000.0,129000.0,500.0,settled,299030,2018-05-07,2018-08-05,water damage
16265,townhouse,c85fc934,256090.0,557000.0,111000.0,1000.0,settled,255090,2016-08-16,2016-11-14,water damage
16266,townhouse,d62ac964,266920.0,444000.0,89000.0,5000.0,under investigation,0,2009-04-08,,nat cat
16267,townhouse,064d2b60,251210.0,460000.0,92000.0,500.0,settled,250710,2011-08-04,2011-11-02,water damage
16268,townhouse,05a8a8ae,246730.0,430000.0,86000.0,500.0,settled,246230,2020-12-17,2021-03-17,fire
16269,townhouse,5301b3bb,247110.0,665000.0,133000.0,500.0,settled,246610,2012-06-12,2012-09-10,water damage
16270,townhouse,c5bcc910,295910.0,494000.0,99000.0,5000.0,settled,290910,2018-03-10,2018-06-08,water damage
16271,townhouse,9c23c932,225810.0,586000.0,117000.0,500.0,settled,225310,2007-12-07,2008-03-06,nat cat
16272,townhouse,28bf103f,218850.0,542000.0,108000.0,1000.0,open,20000,2011-06-22,2011-09-20,theft
16273,townhouse,021dc883,264450.0,458000.0,92000.0,500.0,denied,0,2018-07-13,,nat cat
16274,townhouse,9b50482b,244710.0,439000.0,88000.0,5000.0,open,20000,2023-10-04,2024-01-02,theft
16275,townhouse,36f0ff4e,255220.0,690000.0,138000.0,1000.0,settled,254220,2006-07-13,2006-10-11,water damage
16276,townhouse,9de00ed6,252320.0,527000.0,105000.0,2000.0,settled,250320,2013-06-12,2013-09-10,fire
16277,townhouse,0fce9ded,274570.0,357000.0,71000.0,1000.0,settled,273570,2015-09-19,2015-12-18,water damage
16278,townhouse,b32b86e3,228370.0,666000.0,133000.0,2000.0,under investigation,0,2016-09-08,,nat cat
16279,townhouse,38e655e6,253990.0,454000.0,91000.0,5000.0,settled,248990,2015-02-24,2015-05-25,nat cat
16280,townhouse,4bf5123f,242370.0,645000.0,129000.0,1000.0,settled,241370,2017-01-14,2017-04-14,fire
16281,townhouse,bb8efe5b,237540.0,664000.0,133000.0,500.0,settled,237040,2015-12-31,2016-03-30,other
16282,townhouse,cbea34ab,230110.0,688000.0,138000.0,500.0,open,20000,2013-09-30,2013-12-29,theft
16283,townhouse,067167f8,252120.0,546000.0,109000.0,2000.0,settled,250120,2004-07-27,2004-10-25,nat cat
16284,townhouse,2069d1d9,243670.0,735000.0,147000.0,1000.0,settled,242670,2011-03-21,2011-06-19,fire
16285,townhouse,ed3fdfb6,258450.0,621000.0,124000.0,2000.0,settled,256450,2022-05-12,2022-08-10,fire
16286,townhouse,4fe43e0a,279220.0,594000.0,119000.0,5000.0,settled,274220,2021-03-22,2021-06-20,fire
16287,townhouse,ace0ec92,228420.0,653000.0,131000.0,2000.0,settled,226420,2020-04-26,2020-07-25,fire
16288,townhouse,28c6f058,251860.0,500000.0,100000.0,2000.0,settled,249860,2016-06-10,2016-09-08,fire
16289,townhouse,7bbc0e46,241100.0,443000.0,89000.0,500.0,denied,0,2011-06-11,,fire
16290,townhouse,ba97a30e,246580.0,733000.0,147000.0,2000.0,under investigation,0,2004-11-30,,nat cat
16291,townhouse,1672fb43,224690.0,488000.0,98000.0,5000.0,open,20000,2010-07-04,2010-10-02,theft
16292,townhouse,9839101c,247200.0,497000.0,99000.0,5000.0,settled,242200,2006-07-07,2006-10-05,water damage
16293,townhouse,3e8343b7,215420.0,393000.0,79000.0,1000.0,settled,214420,2005-01-02,2005-04-02,water damage
16294,townhouse,6b5fcea7,219400.0,542000.0,108000.0,2000.0,settled,217400,2007-09-26,2007-12-25,fire
16295,townhouse,52cec3eb,262160.0,639000.0,128000.0,1000.0,settled,261160,2015-02-25,2015-05-26,fire
16296,townhouse,433c2059,284490.0,517000.0,103000.0,500.0,settled,283990,2011-04-02,2011-07-01,fire
16297,townhouse,475225ac,241650.0,733000.0,147000.0,2000.0,settled,239650,2010-07-05,2010-10-03,nat cat
16298,townhouse,62cc78bc,259170.0,697000.0,139000.0,2000.0,open,20000,2022-01-23,2022-04-23,theft
16299,townhouse,eace3cb2,247650.0,396000.0,79000.0,5000.0,settled,242650,2007-03-22,2007-06-20,nat cat
16300,townhouse,344e7d7c,248340.0,523000.0,105000.0,1000.0,under investigation,0,2020-09-17,,water damage
16301,townhouse,9e2068e0,256680.0,541000.0,108000.0,1000.0,settled,255680,2014-02-19,2014-05-20,water damage
16302,townhouse,e9a4b8c1,284290.0,419000.0,84000.0,500.0,settled,283790,2021-07-25,2021-10-23,water damage
16303,townhouse,b0a920a1,233930.0,835000.0,167000.0,500.0,settled,233430,2008-03-07,2008-06-05,fire
16304,townhouse,a8b7ceab,241610.0,746000.0,149000.0,1000.0,settled,240610,2013-06-26,2013-09-24,fire
16305,townhouse,a85aff8f,252080.0,677000.0,135000.0,5000.0,settled,247080,2021-05-16,2021-08-14,other
16306,townhouse,7040f791,259660.0,484000.0,97000.0,5000.0,settled,254660,2004-08-19,2004-11-17,nat cat
16307,townhouse,fd1775ef,250840.0,265000.0,53000.0,2000.0,settled,248840,2008-08-05,2008-11-03,nat cat
16308,townhouse,bb16842d,264480.0,490000.0,98000.0,500.0,settled,263980,2021-10-06,2022-01-04,nat cat
16309,townhouse,31f3a897,277630.0,637000.0,127000.0,1000.0,settled,276630,2022-10-19,2023-01-17,nat cat
16310,townhouse,1ebc5f89,253130.0,505000.0,101000.0,1000.0,settled,252130,2017-03-26,2017-06-24,other
16311,townhouse,3ec1c808,210920.0,614000.0,123000.0,2000.0,settled,208920,2011-07-05,2011-10-03,water damage
16312,townhouse,dea86a05,272900.0,537000.0,107000.0,5000.0,settled,267900,2007-06-09,2007-09-07,other
16313,townhouse,1a5b4f70,243750.0,264000.0,53000.0,1000.0,settled,242750,2023-03-10,2023-06-08,nat cat
16314,townhouse,aef3fbc1,262690.0,418000.0,84000.0,500.0,settled,262190,2012-08-08,2012-11-06,fire
16315,townhouse,7a9d1e05,248610.0,347000.0,69000.0,500.0,under investigation,0,2013-11-17,,water damage
16316,townhouse,73030d6c,282090.0,621000.0,124000.0,1000.0,settled,281090,2005-11-09,2006-02-07,fire
16317,townhouse,5e03663b,233610.0,496000.0,99000.0,500.0,settled,233110,2014-05-10,2014-08-08,fire
16318,townhouse,5b45693a,226970.0,584000.0,117000.0,500.0,under investigation,0,2004-11-22,,water damage
16319,townhouse,331f26b7,258250.0,578000.0,116000.0,1000.0,settled,257250,2014-09-19,2014-12-18,nat cat
16320,townhouse,697d6d1c,253090.0,288000.0,58000.0,1000.0,settled,252090,2008-09-20,2008-12-19,fire
16321,townhouse,4bddbd1e,246120.0,480000.0,96000.0,5000.0,under investigation,0,2015-09-23,,water damage
16322,townhouse,82d68a31,263100.0,201000.0,40000.0,5000.0,settled,258100,2023-05-14,2023-08-12,water damage
16323,townhouse,dbdff9ed,240130.0,774000.0,155000.0,500.0,settled,239630,2017-02-27,2017-05-28,water damage
16324,townhouse,11a025a8,256140.0,560000.0,112000.0,5000.0,under investigation,0,2004-10-07,,fire
16325,townhouse,21796411,235060.0,552000.0,110000.0,2000.0,open,20000,2010-07-15,2010-10-13,theft
16326,townhouse,8c5c003e,228280.0,629000.0,126000.0,2000.0,denied,0,2005-04-03,,water damage
16327,townhouse,e88bfcf8,258860.0,601000.0,120000.0,1000.0,settled,257860,2020-10-02,2020-12-31,fire
16328,townhouse,41a625e4,251960.0,321000.0,64000.0,5000.0,under investigation,0,2008-03-21,,water damage
16329,townhouse,f14f7b14,239940.0,647000.0,129000.0,1000.0,settled,238940,2004-03-28,2004-06-26,water damage
16330,townhouse,1619e55c,255620.0,474000.0,95000.0,2000.0,settled,253620,2011-05-25,2011-08-23,water damage
16331,townhouse,5e27c2a7,275490.0,439000.0,88000.0,500.0,settled,274990,2013-08-23,2013-11-21,fire
16332,townhouse,5c9e935d,257520.0,468000.0,94000.0,500.0,denied,0,2015-12-16,,fire
16333,townhouse,089b4264,242180.0,849000.0,170000.0,500.0,settled,241680,2009-11-25,2010-02-23,nat cat
16334,townhouse,36b59819,244310.0,458000.0,92000.0,5000.0,open,20000,2007-04-29,2007-07-28,theft
16335,townhouse,4553d9f9,236280.0,460000.0,92000.0,2000.0,settled,234280,2010-07-28,2010-10-26,other
16336,townhouse,cd6d80bf,239900.0,463000.0,93000.0,5000.0,open,20000,2020-04-13,2020-07-12,theft
16337,townhouse,e92e148c,240880.0,491000.0,98000.0,5000.0,settled,235880,2016-05-15,2016-08-13,fire
16338,townhouse,45e75357,250030.0,482000.0,96000.0,1000.0,settled,249030,2014-11-14,2015-02-12,water damage
16339,townhouse,7fd14ae6,245220.0,761000.0,152000.0,2000.0,under investigation,0,2004-06-12,,other
16340,townhouse,f0e875a5,235670.0,573000.0,115000.0,1000.0,open,20000,2009-07-25,2009-10-23,theft
16341,townhouse,9d5b6929,257960.0,673000.0,135000.0,500.0,under investigation,0,2008-05-10,,fire
16342,townhouse,8d5b6a20,243570.0,758000.0,152000.0,1000.0,settled,242570,2009-07-02,2009-09-30,fire
16343,townhouse,4913d6d2,210630.0,593000.0,119000.0,5000.0,open,20000,2006-07-01,2006-09-29,theft
16344,townhouse,9f33fc5f,248870.0,589000.0,118000.0,5000.0,open,20000,2013-12-23,2014-03-23,theft
16345,townhouse,f5a2908d,253910.0,546000.0,109000.0,2000.0,denied,0,2013-01-25,,fire
16346,townhouse,eae95257,251640.0,828000.0,166000.0,500.0,settled,251140,2023-01-15,2023-04-15,fire
16347,townhouse,c8ca5644,229030.0,763000.0,153000.0,2000.0,settled,227030,2022-07-20,2022-10-18,fire
16348,townhouse,1326be3e,276640.0,549000.0,110000.0,1000.0,under investigation,0,2009-02-18,,nat cat
16349,townhouse,bacf003f,259480.0,424000.0,85000.0,1000.0,open,20000,2020-06-14,2020-09-12,theft
16350,townhouse,a526f3ab,237690.0,588000.0,118000.0,1000.0,settled,236690,2011-12-24,2012-03-23,fire
16351,townhouse,f3127970,245690.0,737000.0,147000.0,1000.0,denied,0,2018-01-23,,water damage
16352,townhouse,71e47989,253150.0,538000.0,108000.0,2000.0,settled,251150,2014-03-10,2014-06-08,nat cat
16353,townhouse,a9cac5f0,237920.0,286000.0,57000.0,500.0,under investigation,0,2012-12-01,,water damage
16354,townhouse,92c35ab6,268360.0,466000.0,93000.0,2000.0,settled,266360,2009-11-09,2010-02-07,nat cat
16355,townhouse,acea4784,269700.0,625000.0,125000.0,1000.0,settled,268700,2014-12-14,2015-03-14,water damage
16356,townhouse,290ed109,272510.0,612000.0,122000.0,5000.0,settled,267510,2014-08-10,2014-11-08,other
16357,townhouse,d90d1db4,289410.0,435000.0,87000.0,1000.0,settled,288410,2015-04-20,2015-07-19,water damage
16358,townhouse,51e63816,229190.0,408000.0,82000.0,1000.0,settled,228190,2006-08-04,2006-11-02,other
16359,townhouse,66f29e5c,256810.0,675000.0,135000.0,1000.0,settled,255810,2010-06-09,2010-09-07,water damage
16360,townhouse,11eb09ad,247010.0,772000.0,154000.0,1000.0,open,20000,2016-03-06,2016-06-04,theft
16361,townhouse,907f9d79,246920.0,661000.0,132000.0,2000.0,under investigation,0,2015-01-28,,other
16362,townhouse,fae32d2b,252460.0,648000.0,130000.0,2000.0,settled,250460,2022-10-22,2023-01-20,nat cat
16363,townhouse,285213c0,253150.0,931000.0,186000.0,1000.0,settled,252150,2015-01-04,2015-04-04,fire
16364,townhouse,f1bacef9,266480.0,445000.0,89000.0,5000.0,denied,0,2022-10-02,,fire
16365,townhouse,ad1da3e7,247330.0,335000.0,67000.0,2000.0,settled,245330,2016-06-10,2016-09-08,fire
16366,townhouse,5a388cdc,257950.0,683000.0,137000.0,1000.0,settled,256950,2006-05-02,2006-07-31,fire
16367,townhouse,e9ba85ed,244670.0,611000.0,122000.0,2000.0,under investigation,0,2020-04-04,,nat cat
16368,townhouse,b6c46698,229130.0,293000.0,59000.0,5000.0,settled,224130,2009-07-30,2009-10-28,nat cat
16369,townhouse,81965481,250650.0,666000.0,133000.0,2000.0,settled,248650,2004-06-23,2004-09-21,nat cat
16370,townhouse,4b755026,274620.0,555000.0,111000.0,2000.0,settled,272620,2013-08-11,2013-11-09,fire
16371,townhouse,0c7987d7,288760.0,659000.0,132000.0,5000.0,settled,283760,2012-08-28,2012-11-26,other
16372,townhouse,7b7327fc,266820.0,584000.0,117000.0,2000.0,settled,264820,2011-03-25,2011-06-23,water damage
16373,townhouse,465a480b,258720.0,335000.0,67000.0,2000.0,settled,256720,2009-08-14,2009-11-12,water damage
16374,townhouse,9456a2bb,253080.0,676000.0,135000.0,1000.0,settled,252080,2018-07-08,2018-10-06,nat cat
16375,townhouse,90b92108,237910.0,616000.0,123000.0,2000.0,settled,235910,2022-08-05,2022-11-03,fire
16376,townhouse,1c5ddb6d,224580.0,889000.0,178000.0,500.0,open,20000,2017-06-29,2017-09-27,theft
