"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"14334","house","91f5f46c",206620,523000,105000,5000,"under investigation",0,2018-11-22,NA,"water damage"
"14335","house","e66a0e4f",204760,745000,149000,5000,"under investigation",0,2019-12-27,NA,"fire"
"14336","house","db549ba2",214040,149000,30000,5000,"denied",0,2004-05-11,NA,"fire"
"14337","house","2e8f3cae",213700,391000,78000,500,"settled",213200,2009-01-18,2009-04-18,"other"
"14338","house","4839da5c",222810,621000,124000,5000,"settled",217810,2018-02-25,2018-05-26,"water damage"
"14339","house","724553fb",208080,115000,23000,2000,"settled",206080,2011-01-06,2011-04-06,"fire"
"14340","house","c31ef620",192710,460000,92000,2000,"settled",190710,2011-06-03,2011-09-01,"fire"
"14341","house","91cd0b4f",165770,378000,76000,2000,"under investigation",0,2014-03-26,NA,"nat cat"
"14342","house","043a0747",206640,375000,75000,500,"settled",206140,2013-10-22,2014-01-20,"fire"
"14343","house","c746e525",186120,335000,67000,5000,"open",20000,2012-04-08,2012-07-07,"theft"
"14344","house","3e18b916",189020,175000,35000,500,"settled",188520,2006-07-25,2006-10-23,"fire"
"14345","house","c9d093fa",220760,334000,67000,500,"settled",220260,2010-07-17,2010-10-15,"water damage"
"14346","house","e0939abd",197100,482000,96000,5000,"settled",192100,2005-01-02,2005-04-02,"nat cat"
"14347","house","f4867d7c",208180,227000,45000,2000,"settled",206180,2010-01-13,2010-04-13,"nat cat"
"14348","house","3f5d293d",218800,332000,66000,1000,"settled",217800,2019-08-17,2019-11-15,"water damage"
"14349","house","8d590bc0",193860,538000,108000,5000,"under investigation",0,2008-11-18,NA,"water damage"
"14350","house","1a788d20",200520,409000,82000,1000,"open",20000,2022-03-14,2022-06-12,"theft"
"14351","house","052d0843",186480,654000,131000,500,"settled",185980,2022-03-31,2022-06-29,"fire"
"14352","house","71cdc19a",190880,442000,88000,5000,"settled",185880,2012-03-04,2012-06-02,"nat cat"
"14353","house","ab87ea28",209110,348000,70000,2000,"open",20000,2011-07-22,2011-10-20,"theft"
"14354","house","05d30694",190080,457000,91000,5000,"settled",185080,2020-07-30,2020-10-28,"fire"
"14355","house","aefd0a35",188280,333000,67000,5000,"settled",183280,2013-07-30,2013-10-28,"fire"
"14356","house","3e1bf388",178400,311000,62000,500,"settled",177900,2023-12-09,2024-03-08,"water damage"
"14357","house","1cf2ded6",187270,384000,77000,5000,"settled",182270,2023-01-13,2023-04-13,"water damage"
"14358","house","d723cb5a",196680,388000,78000,5000,"denied",0,2023-03-04,NA,"fire"
"14359","house","bb6a79ed",180420,325000,65000,2000,"settled",178420,2018-08-25,2018-11-23,"fire"
"14360","house","772ed3c2",181940,605000,121000,1000,"settled",180940,2004-10-05,2005-01-03,"fire"
"14361","house","ffa291a1",175490,539000,108000,2000,"settled",173490,2011-08-25,2011-11-23,"water damage"
"14362","house","e1bed6c5",213910,340000,68000,2000,"under investigation",0,2018-07-21,NA,"fire"
"14363","house","120daa32",199050,22000,4000,1000,"settled",198050,2009-06-16,2009-09-14,"water damage"
"14364","house","1a76e923",197230,578000,116000,1000,"settled",196230,2013-06-27,2013-09-25,"other"
"14365","house","43816a20",212770,370000,74000,5000,"settled",207770,2011-09-22,2011-12-21,"water damage"
"14366","house","6019b62c",192030,386000,77000,1000,"settled",191030,2022-07-28,2022-10-26,"water damage"
"14367","house","a7d85732",208980,413000,83000,5000,"settled",203980,2022-04-25,2022-07-24,"water damage"
"14368","house","144e3598",191680,351000,70000,2000,"under investigation",0,2016-04-12,NA,"fire"
"14369","house","7fc6b8cc",218260,277000,55000,5000,"settled",213260,2020-04-01,2020-06-30,"water damage"
"14370","house","17597af3",209330,368000,74000,2000,"settled",207330,2022-11-17,2023-02-15,"fire"
"14371","house","fdc61f87",177260,489000,98000,5000,"settled",172260,2021-07-12,2021-10-10,"nat cat"
"14372","house","d6eaeb4e",202760,621000,124000,500,"under investigation",0,2019-11-12,NA,"water damage"
"14373","house","1e026f33",203750,708000,142000,5000,"settled",198750,2014-10-10,2015-01-08,"fire"
"14374","house","1a4c58d6",214090,347000,69000,2000,"settled",212090,2016-06-18,2016-09-16,"nat cat"
"14375","house","2c90d48a",211530,219000,44000,500,"open",20000,2009-05-13,2009-08-11,"theft"
"14376","house","96dc30cf",214850,304000,61000,5000,"under investigation",0,2009-03-25,NA,"fire"
"14377","house","a2f2ba56",209310,399000,80000,2000,"settled",207310,2014-07-24,2014-10-22,"fire"
"14378","house","fc67cf23",196570,269000,54000,1000,"settled",195570,2013-02-02,2013-05-03,"fire"
"14379","house","7d6fe7a1",196270,592000,118000,1000,"under investigation",0,2004-02-15,NA,"fire"
"14380","house","ad1b1182",203400,404000,81000,1000,"settled",202400,2005-07-27,2005-10-25,"nat cat"
"14381","house","065aeb09",213840,413000,83000,5000,"settled",208840,2008-09-20,2008-12-19,"fire"
"14382","house","c868e814",189970,446000,89000,2000,"settled",187970,2015-06-08,2015-09-06,"fire"
"14383","house","6be6dada",198410,744000,149000,500,"settled",197910,2014-07-08,2014-10-06,"water damage"
"14384","house","5374f754",197040,303000,61000,500,"settled",196540,2017-04-02,2017-07-01,"fire"
"14385","house","bbeabce6",193860,280000,56000,1000,"settled",192860,2016-08-24,2016-11-22,"fire"
"14386","house","494744e5",197390,388000,78000,5000,"settled",192390,2022-09-16,2022-12-15,"fire"
"14387","house","5622528f",209950,742000,148000,5000,"denied",0,2017-04-01,NA,"fire"
"14388","house","1389af33",192930,608000,122000,500,"settled",192430,2015-07-29,2015-10-27,"water damage"
"14389","house","acb921c1",216600,330000,66000,500,"settled",216100,2009-07-02,2009-09-30,"water damage"
"14390","house","958cbd94",202840,54000,11000,5000,"settled",197840,2006-04-27,2006-07-26,"fire"
"14391","house","c14c360b",179100,662000,132000,2000,"settled",177100,2023-08-12,2023-11-10,"nat cat"
"14392","house","7e8aba2e",215820,364000,73000,5000,"under investigation",0,2009-06-04,NA,"water damage"
"14393","house","122a7cdc",191650,453000,91000,500,"settled",191150,2009-08-11,2009-11-09,"other"
"14394","house","e742c89f",211160,390000,78000,1000,"settled",210160,2022-11-28,2023-02-26,"nat cat"
"14395","house","51bf9f50",184520,250000,50000,5000,"open",20000,2009-03-05,2009-06-03,"theft"
"14396","house","b8b52d1e",191710,216000,43000,1000,"settled",190710,2022-06-14,2022-09-12,"nat cat"
"14397","house","f19cfe40",221920,374000,75000,2000,"under investigation",0,2007-11-12,NA,"fire"
"14398","house","f80bf422",208920,329000,66000,2000,"settled",206920,2011-08-07,2011-11-05,"fire"
"14399","house","0efc4066",176300,395000,79000,2000,"settled",174300,2018-06-15,2018-09-13,"fire"
"14400","house","c6977e20",180730,231000,46000,500,"settled",180230,2010-03-13,2010-06-11,"fire"
"14401","house","cd261a0a",198940,352000,70000,5000,"settled",193940,2015-11-06,2016-02-04,"fire"
"14402","house","c56f481f",218460,384000,77000,500,"settled",217960,2020-07-17,2020-10-15,"water damage"
"14403","house","02042e46",202640,487000,97000,2000,"settled",200640,2006-11-18,2007-02-16,"fire"
"14404","house","59b91a0c",224320,528000,106000,1000,"settled",223320,2013-10-31,2014-01-29,"fire"
"14405","house","35f4789f",178710,430000,86000,5000,"settled",173710,2021-04-06,2021-07-05,"fire"
"14406","house","36491cb1",198280,434000,87000,5000,"settled",193280,2009-09-13,2009-12-12,"other"
"14407","house","007ad6d9",214630,357000,71000,1000,"denied",0,2010-03-29,NA,"water damage"
"14408","house","4f30b268",205880,358000,72000,1000,"settled",204880,2005-12-04,2006-03-04,"nat cat"
"14409","house","7b98289d",179770,405000,81000,2000,"settled",177770,2010-09-05,2010-12-04,"fire"
"14410","house","a430b972",200630,327000,65000,500,"settled",200130,2021-12-11,2022-03-11,"fire"
"14411","house","3d5b3ee8",212980,135000,27000,2000,"settled",210980,2012-01-07,2012-04-06,"water damage"
"14412","house","fcb980c5",221540,413000,83000,1000,"settled",220540,2009-10-11,2010-01-09,"other"
"14413","house","18f4fb61",190700,365000,73000,2000,"settled",188700,2020-05-31,2020-08-29,"nat cat"
"14414","house","7303d576",209300,537000,107000,5000,"settled",204300,2019-03-20,2019-06-18,"water damage"
"14415","house","8cb7f233",198550,450000,90000,2000,"settled",196550,2004-11-09,2005-02-07,"nat cat"
"14416","house","652fdf12",180760,438000,88000,1000,"settled",179760,2018-02-16,2018-05-17,"fire"
"14417","house","23b1c047",205370,479000,96000,1000,"settled",204370,2013-08-21,2013-11-19,"water damage"
"14418","house","fe6731be",200350,288000,58000,500,"open",20000,2009-01-03,2009-04-03,"theft"
"14419","house","22f49bbc",213820,427000,85000,1000,"open",20000,2019-09-06,2019-12-05,"theft"
"14420","house","637d104b",205130,467000,93000,1000,"denied",0,2016-10-18,NA,"fire"
"14421","house","3e326b1c",217060,359000,72000,5000,"under investigation",0,2017-12-10,NA,"water damage"
"14422","house","f8ec6d0d",184460,567000,113000,5000,"settled",179460,2008-11-05,2009-02-03,"fire"
"14423","house","900b450c",205730,342000,68000,2000,"settled",203730,2004-05-30,2004-08-28,"water damage"
"14424","house","624cc94f",187690,593000,119000,5000,"under investigation",0,2023-11-02,NA,"fire"
"14425","house","e4e43fd2",195190,645000,129000,1000,"settled",194190,2016-09-24,2016-12-23,"nat cat"
"14426","house","d5c46fd3",205730,480000,96000,500,"under investigation",0,2020-03-05,NA,"fire"
"14427","house","0d89e227",216170,284000,57000,500,"settled",215670,2013-09-04,2013-12-03,"fire"
"14428","house","14571d44",224000,739000,148000,5000,"settled",219000,2017-08-23,2017-11-21,"fire"
"14429","house","9aee16d4",205980,431000,86000,5000,"settled",200980,2022-04-26,2022-07-25,"fire"
"14430","house","c5eb0321",195810,415000,83000,500,"settled",195310,2014-12-12,2015-03-12,"fire"
"14431","house","0b2d3237",198330,349000,70000,2000,"settled",196330,2008-05-05,2008-08-03,"fire"
"14432","house","4d1f7280",188800,424000,85000,1000,"denied",0,2020-04-07,NA,"nat cat"
"14433","house","528ded39",199370,599000,120000,1000,"settled",198370,2021-12-14,2022-03-14,"water damage"
"14434","house","c7dc5474",193690,391000,78000,2000,"denied",0,2005-12-21,NA,"fire"
"14435","house","9b989fee",195420,458000,92000,500,"open",20000,2015-01-04,2015-04-04,"theft"
"14436","house","ae654b7c",191850,442000,88000,1000,"settled",190850,2004-06-12,2004-09-10,"water damage"
"14437","house","cac3190f",200990,796000,159000,2000,"settled",198990,2016-12-10,2017-03-10,"water damage"
"14438","house","1a13ea5c",210770,422000,84000,2000,"settled",208770,2013-04-03,2013-07-02,"water damage"
"14439","house","3aa25c99",180210,257000,51000,2000,"denied",0,2022-09-27,NA,"water damage"
"14440","house","21e72e71",204620,669000,134000,2000,"under investigation",0,2012-12-30,NA,"fire"
"14441","house","42271c88",196430,562000,112000,5000,"settled",191430,2010-10-01,2010-12-30,"fire"
"14442","house","f0c2adab",209920,425000,85000,5000,"settled",204920,2011-06-06,2011-09-04,"nat cat"
"14443","house","fdf22a04",181320,276000,55000,1000,"settled",180320,2017-02-05,2017-05-06,"fire"
"14444","house","373a2dc0",216360,238000,48000,1000,"open",20000,2010-09-29,2010-12-28,"theft"
"14445","house","bb9748eb",209780,480000,96000,500,"under investigation",0,2016-06-27,NA,"fire"
"14446","house","46e17b48",173240,581000,116000,2000,"settled",171240,2010-01-11,2010-04-11,"water damage"
"14447","house","3acae63f",206130,281000,56000,1000,"settled",205130,2016-06-14,2016-09-12,"water damage"
"14448","house","54ccee5e",184560,471000,94000,5000,"settled",179560,2023-08-18,2023-11-16,"water damage"
"14449","house","a979fb87",191240,377000,75000,500,"settled",190740,2014-07-17,2014-10-15,"fire"
"14450","house","2086286d",209560,326000,65000,2000,"settled",207560,2018-12-24,2019-03-24,"fire"
"14451","house","a5d30c20",201710,532000,106000,1000,"settled",200710,2017-06-19,2017-09-17,"water damage"
"14452","house","16c97fc5",198760,505000,101000,500,"settled",198260,2009-10-23,2010-01-21,"water damage"
"14453","house","6644f124",196360,493000,99000,500,"settled",195860,2018-03-04,2018-06-02,"water damage"
"14454","house","d63e4258",184830,559000,112000,5000,"settled",179830,2015-04-12,2015-07-11,"water damage"
"14455","house","498a9419",173020,485000,97000,1000,"under investigation",0,2020-03-12,NA,"nat cat"
"14456","house","588de59d",230970,368000,74000,5000,"settled",225970,2009-11-14,2010-02-12,"water damage"
"14457","house","69f56edd",213060,643000,129000,5000,"settled",208060,2005-10-29,2006-01-27,"water damage"
"14458","house","d8f354a4",210910,236000,47000,500,"settled",210410,2016-02-20,2016-05-20,"fire"
"14459","house","a81b8654",201680,424000,85000,5000,"under investigation",0,2020-10-29,NA,"fire"
"14460","house","f11fa0ca",191930,403000,81000,5000,"under investigation",0,2012-01-10,NA,"water damage"
"14461","house","95674182",167670,642000,128000,500,"settled",167170,2017-07-26,2017-10-24,"nat cat"
"14462","house","6e357596",203650,418000,84000,2000,"settled",201650,2011-03-18,2011-06-16,"fire"
"14463","house","2e113b95",209090,175000,35000,500,"under investigation",0,2008-06-22,NA,"water damage"
"14464","house","dc7f544b",203050,553000,111000,2000,"settled",201050,2004-08-24,2004-11-22,"nat cat"
"14465","house","cdb8bb77",197180,437000,87000,2000,"settled",195180,2016-02-02,2016-05-02,"nat cat"
"14466","house","3e356d11",207250,361000,72000,1000,"open",20000,2012-05-03,2012-08-01,"theft"
"14467","house","77d4c026",204080,525000,105000,2000,"settled",202080,2019-09-15,2019-12-14,"water damage"
"14468","house","79b2e0e2",199180,582000,116000,5000,"settled",194180,2008-07-02,2008-09-30,"fire"
"14469","house","3b15d739",195870,186000,37000,1000,"settled",194870,2020-08-07,2020-11-05,"nat cat"
"14470","house","6fb6a019",201370,418000,84000,2000,"under investigation",0,2007-08-03,NA,"nat cat"
"14471","house","4f714a92",185990,363000,73000,1000,"settled",184990,2015-01-31,2015-05-01,"fire"
"14472","house","6697cc1c",182270,610000,122000,2000,"settled",180270,2004-07-13,2004-10-11,"nat cat"
"14473","house","7cc3bdbe",185100,186000,37000,500,"under investigation",0,2023-02-04,NA,"water damage"
"14474","house","107f389d",196740,434000,87000,5000,"settled",191740,2016-04-07,2016-07-06,"water damage"
"14475","house","093b04fc",186730,443000,89000,1000,"settled",185730,2012-06-02,2012-08-31,"water damage"
"14476","house","41601378",210210,566000,113000,500,"under investigation",0,2007-08-25,NA,"fire"
"14477","house","3f610ad5",192940,585000,117000,1000,"open",20000,2009-05-16,2009-08-14,"theft"
"14478","house","c7e2fd3c",183470,174000,35000,1000,"open",20000,2011-01-13,2011-04-13,"theft"
"14479","house","775aa272",175200,486000,97000,1000,"settled",174200,2008-04-25,2008-07-24,"water damage"
"14480","house","28a67fb5",207250,314000,63000,1000,"under investigation",0,2004-09-22,NA,"other"
"14481","house","7fe356d4",218280,523000,105000,2000,"open",20000,2013-11-13,2014-02-11,"theft"
"14482","house","7d4b5160",241980,313000,63000,2000,"settled",239980,2008-10-03,2009-01-01,"water damage"
"14483","house","f1c48d8d",190120,599000,120000,5000,"settled",185120,2018-01-07,2018-04-07,"water damage"
"14484","house","fd688fe5",207150,373000,75000,2000,"settled",205150,2020-07-29,2020-10-27,"water damage"
"14485","house","5c3d78bf",210390,436000,87000,5000,"settled",205390,2011-02-24,2011-05-25,"other"
"14486","house","bb0ca2e1",206300,666000,133000,1000,"settled",205300,2019-10-22,2020-01-20,"fire"
"14487","house","7e9fdd78",217400,407000,81000,2000,"settled",215400,2021-01-30,2021-04-30,"fire"
"14488","house","2d5bcfdf",215190,513000,103000,1000,"settled",214190,2007-06-13,2007-09-11,"fire"
"14489","house","97f626b6",187560,385000,77000,500,"under investigation",0,2004-06-21,NA,"fire"
"14490","house","cb822036",191040,492000,98000,5000,"settled",186040,2008-11-12,2009-02-10,"nat cat"
"14491","house","5398cbd2",217170,595000,119000,2000,"under investigation",0,2008-06-19,NA,"water damage"
"14492","house","72d8fff7",208860,145000,29000,2000,"under investigation",0,2022-05-25,NA,"fire"
"14493","house","f771acf5",227580,292000,58000,2000,"open",20000,2012-12-18,2013-03-18,"theft"
"14494","house","d22b01e4",165330,570000,114000,2000,"under investigation",0,2022-02-09,NA,"fire"
"14495","house","3561c558",190380,519000,104000,1000,"denied",0,2022-02-17,NA,"water damage"
"14496","house","a52a59f8",216760,444000,89000,2000,"open",20000,2007-04-22,2007-07-21,"theft"
"14497","house","4d83b62b",197290,229000,46000,1000,"settled",196290,2019-09-16,2019-12-15,"fire"
"14498","house","6d0da2e8",216160,731000,146000,5000,"settled",211160,2004-12-31,2005-03-31,"fire"
"14499","house","28dc418a",197940,357000,71000,500,"settled",197440,2021-07-04,2021-10-02,"water damage"
"14500","house","40e3b8f6",211560,122000,24000,1000,"settled",210560,2011-06-12,2011-09-10,"nat cat"
"14501","house","aa7d4cb0",178430,485000,97000,5000,"settled",173430,2019-01-24,2019-04-24,"water damage"
"14502","house","c2d3e782",215990,537000,107000,1000,"settled",214990,2013-05-13,2013-08-11,"fire"
"14503","house","82e3a830",188560,616000,123000,500,"denied",0,2011-04-15,NA,"fire"
"14504","house","655770bd",184920,665000,133000,5000,"under investigation",0,2010-11-17,NA,"water damage"
"14505","house","b317894a",190070,326000,65000,1000,"settled",189070,2011-06-18,2011-09-16,"fire"
"14506","house","385493fe",189610,91000,18000,5000,"settled",184610,2012-11-06,2013-02-04,"nat cat"
"14507","house","4d356c96",204850,468000,94000,5000,"settled",199850,2004-02-04,2004-05-04,"water damage"
"14508","house","8ba2120e",197120,442000,88000,5000,"under investigation",0,2010-05-22,NA,"fire"
"14509","house","42c749e1",192610,363000,73000,5000,"settled",187610,2015-03-19,2015-06-17,"nat cat"
"14510","house","f349f1d7",213870,741000,148000,5000,"settled",208870,2006-05-27,2006-08-25,"fire"
"14511","house","7a2052f7",240290,454000,91000,1000,"settled",239290,2013-01-14,2013-04-14,"fire"
"14512","house","1211688d",194070,368000,74000,500,"settled",193570,2008-12-26,2009-03-26,"water damage"
"14513","house","69b44394",234190,401000,80000,500,"open",20000,2004-05-21,2004-08-19,"theft"
"14514","house","1a24b6b0",207980,547000,109000,2000,"settled",205980,2023-10-18,2024-01-16,"nat cat"
"14515","house","1d6fb29f",195900,514000,103000,5000,"open",20000,2015-08-05,2015-11-03,"theft"
"14516","house","8c359ab4",192470,480000,96000,500,"settled",191970,2022-09-15,2022-12-14,"fire"
"14517","house","fabb2a0c",201480,209000,42000,500,"settled",200980,2013-07-03,2013-10-01,"other"
"14518","house","038ad501",201710,4000,1000,2000,"settled",199710,2015-10-24,2016-01-22,"water damage"
"14519","house","cb02097e",186430,317000,63000,1000,"open",20000,2015-08-27,2015-11-25,"theft"
"14520","house","8b6a98ef",210190,367000,73000,2000,"settled",208190,2019-09-14,2019-12-13,"nat cat"
"14521","house","06d7cbec",234620,346000,69000,1000,"settled",233620,2020-12-06,2021-03-06,"fire"
"14522","house","7dbddbce",191620,482000,96000,5000,"under investigation",0,2012-06-17,NA,"fire"
"14523","house","1b662211",210470,155000,31000,2000,"denied",0,2005-04-10,NA,"fire"
"14524","house","b7e7e7d2",189910,563000,113000,1000,"open",20000,2005-09-26,2005-12-25,"theft"
"14525","house","617e2d68",197040,230000,46000,500,"settled",196540,2008-10-07,2009-01-05,"water damage"
"14526","house","4023f465",175540,395000,79000,2000,"open",20000,2009-03-05,2009-06-03,"theft"
"14527","house","02fd5456",185090,512000,102000,2000,"settled",183090,2020-07-24,2020-10-22,"water damage"
"14528","house","1bae6018",197560,363000,73000,5000,"settled",192560,2023-08-07,2023-11-05,"other"
"14529","house","4a154b79",200690,447000,89000,1000,"open",20000,2022-09-22,2022-12-21,"theft"
"14530","house","0a75e4bd",220640,550000,110000,5000,"settled",215640,2005-09-21,2005-12-20,"fire"
"14531","house","ae6a2ca7",178770,699000,140000,500,"settled",178270,2016-12-10,2017-03-10,"water damage"
"14532","house","1e0a36bf",184200,237000,47000,1000,"settled",183200,2018-12-14,2019-03-14,"water damage"
"14533","house","c9b2095a",201570,615000,123000,5000,"denied",0,2023-05-04,NA,"water damage"
"14534","house","01331f95",194290,451000,90000,2000,"settled",192290,2022-04-05,2022-07-04,"nat cat"
"14535","house","f972b702",195900,233000,47000,1000,"settled",194900,2023-03-02,2023-05-31,"fire"
"14536","house","395b8b25",194740,520000,104000,5000,"settled",189740,2022-06-10,2022-09-08,"fire"
"14537","house","614a45e4",210670,535000,107000,1000,"settled",209670,2021-03-08,2021-06-06,"fire"
"14538","house","ec28672c",208080,677000,135000,5000,"settled",203080,2021-09-20,2021-12-19,"other"
"14539","house","dae9af43",199070,471000,94000,2000,"settled",197070,2023-03-27,2023-06-25,"water damage"
"14540","house","84b5aead",183160,514000,103000,1000,"open",20000,2017-01-25,2017-04-25,"theft"
"14541","house","4f65aece",241080,177000,35000,500,"open",20000,2023-08-27,2023-11-25,"theft"
"14542","house","8f74a878",183010,645000,129000,2000,"settled",181010,2021-05-11,2021-08-09,"fire"
"14543","house","791ec0ff",206410,586000,117000,5000,"settled",201410,2005-07-06,2005-10-04,"water damage"
"14544","house","c2afd399",203140,380000,76000,1000,"settled",202140,2013-11-21,2014-02-19,"water damage"
"14545","house","26911b51",175330,514000,103000,1000,"settled",174330,2007-03-10,2007-06-08,"water damage"
"14546","house","89a4f9c7",201950,645000,129000,1000,"settled",200950,2008-11-17,2009-02-15,"water damage"
"14547","house","aa88a098",197270,763000,153000,1000,"denied",0,2007-06-28,NA,"water damage"
"14548","house","e6fee89c",225520,410000,82000,2000,"under investigation",0,2010-09-06,NA,"fire"
"14549","house","1939fcc5",215500,495000,99000,2000,"settled",213500,2020-02-02,2020-05-02,"fire"
"14550","house","48aab6d8",229620,520000,104000,1000,"denied",0,2018-07-07,NA,"fire"
"14551","house","5f438d14",199310,469000,94000,2000,"settled",197310,2006-02-12,2006-05-13,"nat cat"
"14552","house","c151b4fd",173540,382000,76000,5000,"under investigation",0,2014-03-16,NA,"fire"
"14553","house","3e4085f2",211650,434000,87000,1000,"under investigation",0,2007-09-22,NA,"water damage"
"14554","house","e7853112",211490,502000,1e+05,5000,"settled",206490,2011-01-23,2011-04-23,"nat cat"
"14555","house","2e6687ef",187250,474000,95000,500,"settled",186750,2017-11-20,2018-02-18,"other"
"14556","house","c3bfc4c3",187200,323000,65000,500,"settled",186700,2006-05-14,2006-08-12,"nat cat"
"14557","house","5e2c94c8",200680,358000,72000,5000,"open",20000,2008-02-14,2008-05-14,"theft"
"14558","house","cef47ab2",203410,620000,124000,500,"settled",202910,2016-06-20,2016-09-18,"water damage"
"14559","house","a49b95b7",199560,430000,86000,2000,"under investigation",0,2015-02-12,NA,"nat cat"
"14560","house","f3a3a180",197290,309000,62000,1000,"settled",196290,2017-07-07,2017-10-05,"fire"
"14561","house","e31d9b39",203940,164000,33000,1000,"settled",202940,2018-08-21,2018-11-19,"other"
"14562","house","40391bb9",184920,245000,49000,5000,"settled",179920,2016-09-27,2016-12-26,"nat cat"
"14563","house","99e05e82",183580,350000,70000,5000,"settled",178580,2008-09-19,2008-12-18,"nat cat"
"14564","house","0a4695c4",202800,562000,112000,500,"settled",202300,2022-03-29,2022-06-27,"fire"
"14565","house","4ca63f43",200560,3e+05,60000,2000,"under investigation",0,2014-06-07,NA,"water damage"
"14566","house","90f47ca3",219180,453000,91000,2000,"settled",217180,2015-05-04,2015-08-02,"fire"
"14567","house","0482f263",199960,427000,85000,2000,"settled",197960,2018-09-14,2018-12-13,"nat cat"
"14568","house","5f88e4cf",217190,575000,115000,2000,"settled",215190,2018-12-02,2019-03-02,"fire"
"14569","house","1473a270",221910,230000,46000,2000,"settled",219910,2012-05-28,2012-08-26,"fire"
"14570","house","c9ee102c",209570,393000,79000,2000,"open",20000,2022-09-24,2022-12-23,"theft"
"14571","house","fda345c5",200870,213000,43000,500,"settled",200370,2004-09-09,2004-12-08,"fire"
"14572","house","05d79389",198490,571000,114000,1000,"settled",197490,2008-10-26,2009-01-24,"water damage"
"14573","house","ae2061dc",189680,439000,88000,1000,"settled",188680,2022-03-08,2022-06-06,"fire"
"14574","house","05e87893",200780,202000,40000,5000,"settled",195780,2017-03-12,2017-06-10,"nat cat"
"14575","house","c4f0edcd",186740,285000,57000,5000,"settled",181740,2004-06-06,2004-09-04,"water damage"
"14576","house","7ff84e21",193060,692000,138000,500,"settled",192560,2010-10-07,2011-01-05,"nat cat"
"14577","house","e5255c7a",173200,187000,37000,5000,"under investigation",0,2010-01-21,NA,"fire"
"14578","house","c964f695",206810,432000,86000,2000,"settled",204810,2006-11-25,2007-02-23,"fire"
"14579","house","f1f67497",240290,223000,45000,2000,"under investigation",0,2018-12-06,NA,"fire"
"14580","house","2de9c5dd",197330,463000,93000,2000,"settled",195330,2004-11-23,2005-02-21,"other"
"14581","house","c27c3efe",209990,421000,84000,500,"settled",209490,2012-12-21,2013-03-21,"other"
"14582","house","11d032a1",175260,550000,110000,2000,"settled",173260,2014-11-03,2015-02-01,"fire"
"14583","house","0da52050",196940,524000,105000,5000,"settled",191940,2022-07-03,2022-10-01,"nat cat"
"14584","house","8bf6bb31",174730,355000,71000,5000,"denied",0,2007-07-09,NA,"fire"
"14585","house","a740f918",185980,534000,107000,5000,"settled",180980,2005-12-16,2006-03-16,"fire"
"14586","house","4efc4353",218040,650000,130000,1000,"settled",217040,2013-09-20,2013-12-19,"other"
"14587","house","7d39705f",188500,677000,135000,500,"settled",188000,2020-08-28,2020-11-26,"fire"
"14588","house","fd3e5e58",189970,305000,61000,2000,"settled",187970,2008-08-29,2008-11-27,"water damage"
"14589","house","f32def6d",204720,3e+05,60000,1000,"under investigation",0,2019-08-02,NA,"nat cat"
"14590","house","dae2af8b",199550,542000,108000,5000,"settled",194550,2013-10-19,2014-01-17,"other"
"14591","house","de671b6e",180770,509000,102000,1000,"settled",179770,2007-07-19,2007-10-17,"water damage"
"14592","house","7f622161",207350,558000,112000,5000,"settled",202350,2005-05-23,2005-08-21,"water damage"
"14593","house","f65193ff",177540,249000,50000,5000,"under investigation",0,2011-03-22,NA,"water damage"
"14594","house","f062ed4b",218510,863000,173000,500,"settled",218010,2009-10-18,2010-01-16,"fire"
"14595","house","7c1e8eae",200380,367000,73000,2000,"settled",198380,2010-10-16,2011-01-14,"water damage"
"14596","house","fe0670e0",194960,490000,98000,500,"settled",194460,2010-09-12,2010-12-11,"water damage"
"14597","house","70d2608a",191260,501000,1e+05,2000,"settled",189260,2012-04-20,2012-07-19,"nat cat"
"14598","house","fc55931a",228110,355000,71000,1000,"settled",227110,2004-10-19,2005-01-17,"water damage"
"14599","house","6711230f",201490,585000,117000,500,"under investigation",0,2005-07-10,NA,"water damage"
"14600","house","a0202543",187850,319000,64000,1000,"settled",186850,2018-09-27,2018-12-26,"fire"
"14601","house","9934a403",200140,450000,90000,1000,"settled",199140,2022-09-11,2022-12-10,"fire"
"14602","house","6553dc3d",197120,212000,42000,2000,"settled",195120,2009-05-23,2009-08-21,"water damage"
"14603","house","8ea8a9ee",208220,352000,70000,2000,"settled",206220,2012-03-12,2012-06-10,"fire"
"14604","house","eb22346a",211710,631000,126000,5000,"settled",206710,2005-07-04,2005-10-02,"water damage"
"14605","house","a979ad66",214360,467000,93000,5000,"settled",209360,2018-02-06,2018-05-07,"fire"
"14606","house","7af424c2",175860,366000,73000,1000,"denied",0,2009-01-08,NA,"fire"
"14607","house","fcb1270d",208080,399000,80000,500,"under investigation",0,2012-06-09,NA,"fire"
"14608","house","328fd3d3",221270,572000,114000,1000,"settled",220270,2012-08-18,2012-11-16,"fire"
"14609","house","a0cc9c60",208920,424000,85000,1000,"settled",207920,2020-12-02,2021-03-02,"fire"
"14610","house","5c3672f6",202270,404000,81000,1000,"under investigation",0,2016-07-10,NA,"fire"
"14611","house","a1a9b85e",221010,542000,108000,1000,"settled",220010,2015-10-06,2016-01-04,"fire"
